보관함역,위도,경도,주소,상세위치
중화역,37.60255269,127.079312,서울 중랑구 중화동 50-3,"중화역 B1층 1, 4번 출구 방면 (만남의 광장 주변)"
상봉역,37.59690265,127.0856575,서울 중랑구 상봉동 100-9,"상봉역 B1층 1, 2, 5, 6번 출구 방면"
면목역,37.58871489,127.0875038,서울 중랑구 면목동 282-6,면목역 B1층 1번 출구 방면(쉼터 주변)
사가정역,37.58094038,127.0885046,서울 중랑구 면목동 495,"사가정역 B1층3, 4번 출구 방면 (게이트 주변)"
용마산역,37.57366797,127.0867198,서울 중랑구 면목동 1316-5,"용마산역 B1층 만남의 광장 (편의점(GS25) 주변, 게이트 정면)"
중곡역,37.56592206,127.0843124,서울 광진구 중곡동 273-2,중곡역 B2층 게이트 주변
어린이대공원역,37.54796088,127.0746553,서울 광진구 화양동 164-1,"어린이대공원역 B1층 1, 6번 출구 방면"
건대입구역,37.54040752,127.0692029,서울 광진구 화양동 7-3,건대입구역 B2층 3번 출구 방면(편의점(GS25) 주변)
건대입구역,37.54040752,127.0692029,서울 광진구 화양동 7-3,"건대입구역 2층 환승(2→7)통로 (운임지역 내, 2번 출구)"
뚝섬유원지역,37.53155928,127.0667951,서울 광진구 자양동 73-2,"뚝섬유원지역 2층 2, 3번 출구 방면 (게이트 정면)"
청담역,37.51945558,127.0537179,서울 강남구 청담동 77-76,청담역  B3층 12번 출구 방면 (편의점(GS25) 주변)
청담역,37.51945558,127.0537179,서울 강남구 청담동 77-76,"청담역 B3층 6~9번 방면 (쉼터, 화장품 및 편의점 주변)"
강남구청역,37.51721617,127.0413109,서울 강남구 삼성동 111-44,강남구청역 B2층 화장실 주변
학동역,37.51434579,127.0319019,서울 강남구 논현동 279-67,"학동역 B2층 1, 2번 출구 화장실 주변"
논현역,37.5112,127.0216542,서울 강남구 논현동 279-67,논현역 B1층 7~8번 출구 방면 (편의점(GS25) 주변)
반포역,37.50816143,127.0115862,서울 서초구 잠원동 103,"반포역 B1층 1, 2번 출구 방면"
고속터미널역,37.50454886,127.005121,서울 서초구 반포동 19-11,고속터미널역 B1층 3번 출구 방면 (화장실 주변)
내방역,37.48765852,126.9936002,서울 서초구 방배동 874-16,내방역 B1층 대합실 (편의점(GS25) 주변)
이수역,37.4867996,126.9822119,서울 동작구 사당동 736-1,"이수역 B1층 5, 6번 출구 방면 (공연무대 주변)"
남성역,37.48479351,126.9709102,서울 동작구 사당동 산 25-33,남성역 B1층 2번 출구 방면
숭실대입구역,37.49631728,126.953622,서울 동작구 상도동 514,"숭실대입구역 B1층 1, 2번 출구 방면 (편의점(GS25) 주변)"
상도역,37.50287063,126.947918,서울 동작구 상도1동 702-1,상도역 B1층 1~5번 출구 방면 (B2층 계단 주변)
장승배기역,37.50489906,126.9390724,서울 동작구 상도동 26-20,"장승배기역 B1층 1, 2번 출구 방면"
신대방삼거리역,37.49975723,126.9282109,서울 동작구 대방동 406-10,신대방삼거리역 B2층 화장실 주변
보라매역,37.49992085,126.9206123,서울 동작구 대방동 466-51,보라매역 B1층 4번 출구 방면
신풍역,37.50012299,126.9097543,서울 영등포구 신길동 3599,"신풍역 B1층 2, 3번 출구 방면"
대림역,37.49330994,126.894931,서울 구로구 구로동 1204,"대림역 B1층 게이트 주변 (9, 10번 출구)"
남구로역,37.48625714,126.8874151,서울 구로구 구로동 801-95,남구로역 B1층 게이트 주변 (2~5번 출구)
가산디지털단지역,37.48039597,126.8826618,서울 금천구 가산동 468-4,가산디지털역 B1층 화장실 주변 (2~4번 출구)
암사역,37.55015818,127.1275407,서울 강동구 암사동 501,암사역 B1층 4번 출구 방면
강동구청역,37.5302112,127.1204437,서울 강동구 성내동 319,강동구청역 B1층 1~5번 출구 방면 (편의점(7-ELEVEN) 주변)
몽촌토성역,37.51780558,127.1128653,서울 송파구 신천동 19,몽촌토성역 B1층 1~5번 출구 방면 (편의점(7-ELEVEN) 주변)
잠실역,37.51331106,127.100231,서울 송파구 신천동 8,"잠실역 B1층 10, 11번 출구 방면 (통로)"
석촌역,37.50541412,127.1070041,서울 송파구 석촌동 209,"석촌역 B1층 7, 8번 출구 방면 (편의점(7-ELEVEN) 주변)"
송파역,37.49971495,127.1121935,서울 송파구 가락동 459-4,송파역 B1층 화장실 주변
가락시장역,37.49309925,127.1182627,서울 송파구 가락동 184-23,가락시장역 B1층 아기사랑방 주변 (1번 출구)
문정역,37.48603105,127.1224849,서울 송파구 문정동 119-4,"문정역 B1층 3, 4번 출구 방면"
장지역,37.47863169,127.1261766,서울 송파구 장지동 201-5,장지역 B1층 3번 출구 방면 (화장실 주변)
복정역,37.47074367,127.1267218,서울 송파구 장지동 596-21,"복정역 B1층 1, 2번 출구 방면"
석촌고분역,37.50246246,127.0965082,서울 송파구 삼전동 157-1,1번 출입구 방향
석촌역,37.50541412,127.1070041,서울 송파구 석촌동 209,"5,6번 출입구 방향"
송파나루역,37.51101671,127.1126617,서울 송파구 방이동 2,지하1층  상가 맞은편
한성백제역,37.51653799,127.1164492,서울 송파구 방이동 88-17,2번 출입구 방향 복도
올림픽공원역,37.51633899,127.1309637,서울 송파구 방이동 89-28,3번 출입구 상가 주변
둔촌오륜역,37.51940804,127.1386521,서울 강동구 둔촌동 227-7,"1,2번 출입구 복도"
중앙보훈병원역,37.52840259,127.1484117,서울 강동구 둔촌동 8-1,3번 출입구 주변
